Site,snp_ID,Slope,SE,ENV,Type
1,CE10_chr1_7256094,0.020189878562971816,25389.944668325577,Tave_wt,obs
2,CE10_chr1_7256094,-0.01727081091368707,18794.98676483681,Tave_wt,obs
3,CE10_chr1_7256094,-0.7795361573430922,0.5708964391308664,Tave_wt,obs
4,CE10_chr1_7256094,-0.2293383169343081,0.6460215531660732,Tave_wt,obs
5,CE10_chr1_7256094,0.012776476717616139,0.17599447056291195,Tave_wt,obs
6,CE10_chr1_7256094,-0.46313071272604694,0.39184048524572423,Tave_wt,obs
7,CE10_chr1_7256094,0.2959019396544446,0.5428700854972885,Tave_wt,obs
8,CE10_chr1_7256094,0.2568416917201178,0.18505315588257698,Tave_wt,obs
9,CE10_chr1_7256094,0.03436217266976351,0.14778877342703858,Tave_wt,obs
10,CE10_chr1_7256094,0.21959506686028843,0.1429629663808083,Tave_wt,obs
11,CE10_chr1_7256094,0.12444280552169282,0.2863273538118866,Tave_wt,obs
12,CE10_chr1_7256094,-0.11909976422601755,17333.085618816578,Tave_wt,obs
1,CE10_chr1_9110324,23.80652464872163,54874.840177996426,Tave_wt,obs
2,CE10_chr1_9110324,0.18332297692067717,0.3426663110027919,Tave_wt,obs
3,CE10_chr1_9110324,0.21107505084455214,0.12705559864032787,Tave_wt,obs
4,CE10_chr1_9110324,1.0460991049707853,0.4014020190276962,Tave_wt,obs
5,CE10_chr1_9110324,0.44921799563147846,0.15420504215394049,Tave_wt,obs
6,CE10_chr1_9110324,-0.14648973555499328,0.1456376412624217,Tave_wt,obs
7,CE10_chr1_9110324,-0.152600048488896,0.12954133291772854,Tave_wt,obs
8,CE10_chr1_9110324,0.09203470079410896,0.1728506904819363,Tave_wt,obs
9,CE10_chr1_9110324,0.0952945395689218,0.11269278859340329,Tave_wt,obs
10,CE10_chr1_9110324,0.04467268685735019,0.11613719334800343,Tave_wt,obs
11,CE10_chr1_9110324,0.29682018614100647,0.1763367024629228,Tave_wt,obs
12,CE10_chr1_9110324,1.7696664829906799,1.1688278751919268,Tave_wt,obs
1,CE10_chr1_10283002,-0.27815469860320646,0.39418302788633214,Tave_wt,obs
2,CE10_chr1_10283002,0.0396705065500233,0.19298795139553424,Tave_wt,obs
3,CE10_chr1_10283002,0.16289536732995838,0.12193754778449106,Tave_wt,obs
4,CE10_chr1_10283002,0.503905494550091,0.2913174640641271,Tave_wt,obs
5,CE10_chr1_10283002,0.014770970991660142,0.12155261485031155,Tave_wt,obs
6,CE10_chr1_10283002,-0.263504413383051,0.15180988060183323,Tave_wt,obs
7,CE10_chr1_10283002,-0.034688899135314775,20149.559061670298,Tave_wt,obs
8,CE10_chr1_10283002,22.699677508730296,36434.03629886012,Tave_wt,obs
9,CE10_chr1_10283002,0.017887347846400947,15417.115423402975,Tave_wt,obs
10,CE10_chr1_10283002,0.019620103726281025,0.13561971399076517,Tave_wt,obs
11,CE10_chr1_10283002,-0.03011784777282861,15446.691148078116,Tave_wt,obs
12,CE10_chr1_10283002,0.09458624232196294,17667.734189533494,Tave_wt,obs
1,CE10_chr1_10286597,0.4725317401430308,0.783073925491103,Tave_wt,obs
2,CE10_chr1_10286597,0.22687370583084168,0.20609014499702877,Tave_wt,obs
3,CE10_chr1_10286597,0.20589366285570995,0.1322348388344411,Tave_wt,obs
4,CE10_chr1_10286597,0.7914051957658211,0.3283089132752838,Tave_wt,obs
