Site,snp_ID,Slope,SE,ENV,Type
1,CE10_chr1_721069,-24.235040766666973,55512.81073836998,PPT_wt,obs
2,CE10_chr1_721069,-0.05940006557105118,18737.934588005435,PPT_wt,obs
3,CE10_chr1_721069,-0.26255953684205724,0.147396939518878,PPT_wt,obs
4,CE10_chr1_721069,0.25333364739329717,0.5100609689325213,PPT_wt,obs
5,CE10_chr1_721069,0.5969308573749851,0.25840202556315855,PPT_wt,obs
6,CE10_chr1_721069,0.12738954099403105,0.1437273523651659,PPT_wt,obs
7,CE10_chr1_721069,0.16009409068895977,0.2311755882373773,PPT_wt,obs
8,CE10_chr1_721069,-1.0163705614650236,0.7149597183994642,PPT_wt,obs
9,CE10_chr1_721069,0.01831225603774752,0.10792973440036097,PPT_wt,obs
10,CE10_chr1_721069,0.08053245536328198,0.11844824693020181,PPT_wt,obs
11,CE10_chr1_721069,0.15116142693189924,0.21171848160287604,PPT_wt,obs
12,CE10_chr1_721069,-0.13007928121712917,14562.481210553427,PPT_wt,obs
1,CE10_chr1_2597178,-0.35790418477830055,0.20284650256827205,PPT_wt,obs
2,CE10_chr1_2597178,-0.18305828151067266,0.1684170161572915,PPT_wt,obs
3,CE10_chr1_2597178,0.06747312936118022,0.14117765093447515,PPT_wt,obs
4,CE10_chr1_2597178,23.227828828447596,51246.29839348202,PPT_wt,obs
5,CE10_chr1_2597178,-0.013809981364289297,0.22009838625759384,PPT_wt,obs
6,CE10_chr1_2597178,-0.16128917040239515,0.14592850678835062,PPT_wt,obs
7,CE10_chr1_2597178,-0.09889634740271183,0.11873543199920393,PPT_wt,obs
8,CE10_chr1_2597178,-0.183247238385957,0.2037394308024326,PPT_wt,obs
9,CE10_chr1_2597178,-0.23777564979407276,0.14442016130748456,PPT_wt,obs
10,CE10_chr1_2597178,-0.041817143200609044,0.11821197470633722,PPT_wt,obs
11,CE10_chr1_2597178,-0.038131128154416674,0.1001221043432844,PPT_wt,obs
12,CE10_chr1_2597178,0.2688930582300417,0.12496057657849181,PPT_wt,obs
1,CE10_chr1_12171428,-1.037398410378266,0.285110475988382,PPT_wt,obs
2,CE10_chr1_12171428,0.05120176077954841,0.13817348846162622,PPT_wt,obs
3,CE10_chr1_12171428,-0.07493300275108143,0.13032859637501837,PPT_wt,obs
4,CE10_chr1_12171428,0.42323914756558356,0.2844510463934384,PPT_wt,obs
5,CE10_chr1_12171428,-0.017898167484100523,0.11764503450173,PPT_wt,obs
6,CE10_chr1_12171428,-0.07089349882197549,0.1405029134697328,PPT_wt,obs
7,CE10_chr1_12171428,-0.105932676624419,0.11812204324258845,PPT_wt,obs
8,CE10_chr1_12171428,0.0017255943792577717,0.18113445127692307,PPT_wt,obs
9,CE10_chr1_12171428,0.10500166650401963,0.10815270321963653,PPT_wt,obs
10,CE10_chr1_12171428,0.07426685917796282,0.11360904619347277,PPT_wt,obs
11,CE10_chr1_12171428,0.8245476121926796,0.9188578971210773,PPT_wt,obs
12,CE10_chr1_12171428,0.39914798307567767,0.20182231799013783,PPT_wt,obs
1,CE10_chr1_32671779,0.7177828229342742,0.47117237708011417,PPT_wt,obs
2,CE10_chr1_32671779,-0.10892102073493107,0.16367395911535917,PPT_wt,obs
3,CE10_chr1_32671779,0.060562599771095196,0.1518623370388841,PPT_wt,obs
4,CE10_chr1_32671779,-0.3304213918006618,0.3848100256852648,PPT_wt,obs
5,CE10_chr1_32671779,-0.0535869185176939,0.1263687722997213,PPT_wt,obs
6,CE10_chr1_32671779,-0.2713299724324958,0.197518970517088,PPT_wt,obs
7,CE10_chr1_32671779,0.18338576566233553,0.12244084788900454,PPT_wt,obs
8,CE10_chr1_32671779,-0.35369360615356155,0.18142527672628475,PPT_wt,obs
9,CE10_chr1_32671779,-0.014521362379460081,0.10916412898120824,PPT_wt,obs
10,CE10_chr1_32671779,-0.12719336147796592,0.12704592144418428,PPT_wt,obs
11,CE10_chr1_32671779,-0.1308046278344903,0.15750186456725743,PPT_wt,obs
12,CE10_chr1_32671779,-0.11909976422601755,17333.085618816578,PPT_wt,obs
1,CE10_chr1_36931762,NA,NA,PPT_wt,obs
2,CE10_chr1_36931762,47.80479214500004,94013.91068401768,PPT_wt,obs
3,CE10_chr1_36931762,-0.050813678429714626,16442.397995892974,PPT_wt,obs
4,CE10_chr1_36931762,23.7983224503137,44623.33807252962,PPT_wt,obs
